PROTID	X20161205_SAMPLE_1_ADJNSAF	X20161205_SAMPLE_11_ADJNSAF	X20161205_SAMPLE_11A_ADJNSAF	X20161205_SAMPLE_12_ADJNSAF	X20161205_SAMPLE_12A_ADJNSAF	X20161205_SAMPLE_16_ADJNSAF	X20161205_SAMPLE_16A_ADJNSAF	X20161205_SAMPLE_19_ADJNSAF	X20161205_SAMPLE_19A_ADJNSAF	X20161205_SAMPLE_1A_ADJNSAF	X20161205_SAMPLE_20_ADJNSAF	X20161205_SAMPLE_20A_ADJNSAF	X20161205_SAMPLE_24_ADJNSAF	X20161205_SAMPLE_24A_ADJNSAF	X20161205_SAMPLE_27_ADJNSAF	X20161205_SAMPLE_27A_ADJNSAF	X20161205_SAMPLE_28_ADJNSAF	X20161205_SAMPLE_28A_ADJNSAF	X20161205_SAMPLE_3_ADJNSAF	X20161205_SAMPLE_32_ADJNSAF	X20161205_SAMPLE_32A_ADJNSAF	X20161205_SAMPLE_35_ADJNSAF	X20161205_SAMPLE_35A_ADJNSAF	X20161205_SAMPLE_36_ADJNSAF	X20161205_SAMPLE_36A_ADJNSAF	X20161205_SAMPLE_3A_ADJNSAF	X20161205_SAMPLE_4_ADJNSAF	X20161205_SAMPLE_40_ADJNSAF	X20161205_SAMPLE_40A_ADJNSAF	X20161205_SAMPLE_43_ADJNSAF	X20161205_SAMPLE_43A_ADJNSAF	X20161205_SAMPLE_44_ADJNSAF	X20161205_SAMPLE_44A_ADJNSAF	X20161205_SAMPLE_48_ADJNSAF	X20161205_SAMPLE_48A_ADJNSAF	X20161205_SAMPLE_4A_ADJNSAF	X20161205_SAMPLE_51_ADJNSAF	X20161205_SAMPLE_51A_ADJNSAF	X20161205_SAMPLE_52_ADJNSAF	X20161205_SAMPLE_52A_ADJNSAF	X20161205_SAMPLE_56_ADJNSAF	X20161205_SAMPLE_56A_ADJNSAF	X20161205_SAMPLE_8_ADJNSAF	X20161205_SAMPLE_8A_ADJNSAF
CHOYP_HEAT1.1.1|m.11228	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0
CHOYP_HECD1.1.1|m.27759	2	2	4	4	3	3	3	4	1	3	1	1	1	2	3	3	6	4	3	4	1	0	0	4	3	4	4	3	3	0	0	1	2	4	2	3	3	3	3	0	4	3	6	2
CHOYP_HELZ.2.2|m.43303	0	1	1	1	1	1	0	0	1	1	1	0	2	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	1	2	2	1	2	1	0	1	1	1	1	1	1
CHOYP_HEM2.1.1|m.6789	1	1	1	0	2	1	1	0	0	1	1	1	0	1	1	0	2	4	0	2	3	0	0	2	2	0	1	0	3	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1
CHOYP_HEM3.1.1|m.28414	9	3	5	6	6	4	3	2	2	8	4	6	2	4	0	2	11	9	5	6	8	0	0	10	4	3	7	6	4	0	0	0	1	2	5	6	4	5	5	7	3	2	3	4
CHOYP_HERC2.1.1|m.65153	1	4	3	3	2	3	2	2	1	0	2	0	4	1	1	1	1	0	2	3	1	0	0	2	1	2	2	2	1	1	0	2	1	1	2	1	0	2	1	2	1	2	3	1
CHOYP_HGFAC.1.1|m.5902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ANKK1.1.1|m.56194	0	0	0	0	1	1	1	1	2	0	1	4	1	0	1	0	0	1	0	4	1	0	0	3	2	0	0	5	2	0	0	1	1	4	1	0	2	1	1	0	2	1	0	1
CHOYP_HIF1N.1.1|m.53726	1	0	0	0	2	2	0	1	3	0	0	0	0	0	0	0	0	1	1	3	4	0	0	1	2	0	0	3	1	0	0	1	2	4	3	1	2	1	5	3	3	4	1	2
CHOYP_HINT1.1.1|m.53526	7	4	4	2	5	5	4	4	4	2	5	3	5	5	3	4	3	3	7	6	5	1	2	3	4	3	7	3	4	2	2	4	3	4	5	6	4	4	3	4	6	6	4	3
CHOYP_HIP1.1.1|m.31791	1	1	3	1	1	2	2	1	0	1	1	2	0	0	2	0	0	0	2	3	2	1	0	1	2	2	1	2	2	0	0	0	1	3	3	1	0	0	0	1	2	3	3	2
CHOYP_HIRA.1.1|m.19212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_HMBS.1.1|m.31422	33	22	19	29	32	17	19	23	20	35	29	25	15	18	9	14	25	27	24	28	35	4	6	27	28	32	31	20	23	8	9	12	17	25	25	37	22	31	26	20	23	23	28	23
CHOYP_HMCN1.28.44|m.47379	0	2	0	0	0	3	2	3	3	1	7	6	7	5	3	7	9	7	0	19	19	1	0	8	11	0	0	17	23	0	1	9	10	31	33	0	4	5	13	7	21	22	1	0
CHOYP_HMCN2.10.12|m.49343	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_HMCN2.3.12|m.26811	0	1	2	4	6	1	1	3	2	0	5	2	1	1	0	1	2	2	1	2	3	1	1	1	3	1	0	2	3	1	1	1	1	2	1	4	0	2	0	1	2	2	2	2
CHOYP_HOOK3.1.1|m.14456	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	2	0	0	0	3	0	1	1	2	0	0	0	0	1	0	1	1	1
CHOYP_HPGD.1.3|m.50258	4	5	4	6	6	4	3	6	3	2	5	6	4	5	3	2	4	5	2	8	6	2	2	7	6	3	1	5	6	3	1	5	3	7	4	4	5	3	4	10	8	8	4	2
CHOYP_ANKMY2.1.1|m.18238	3	4	2	4	2	4	3	2	1	2	1	1	3	3	3	2	2	2	3	2	3	2	2	3	4	2	2	2	4	1	2	2	3	3	3	3	2	3	1	1	3	5	4	3
CHOYP_HPRT.1.1|m.61881	8	12	11	13	14	9	13	11	13	8	10	13	10	11	10	10	14	8	11	10	13	4	6	11	12	14	10	9	11	6	7	10	10	9	13	10	8	9	7	12	11	10	13	10
CHOYP_HS12A.20.33|m.55554	1	0	1	1	1	1	1	1	0	0	1	2	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	2	2	1	2	1	1	1	2	1	1	1	1	1
CHOYP_HS12B.2.14|m.19896	2	1	1	0	1	2	1	0	0	5	2	0	0	1	1	0	1	1	2	2	1	0	0	3	1	0	3	3	1	0	1	2	1	2	1	3	0	2	1	1	1	1	0	0
CHOYP_HS12B.7.14|m.40601	7	8	7	7	11	11	10	5	7	7	5	8	6	8	6	6	8	11	7	9	11	4	3	9	7	7	8	7	7	3	3	3	6	6	9	6	7	5	8	6	7	9	6	10
CHOYP_HS90A.1.3|m.7725	2	4	3	3	5	3	5	4	4	2	2	6	5	4	3	3	3	6	2	5	5	3	2	6	5	3	3	4	6	4	3	2	3	4	6	2	4	5	3	5	3	5	3	3
CHOYP_HS90A.3.3|m.28300	12	14	12	15	13	18	13	25	29	13	22	16	18	17	15	15	15	14	12	12	15	8	9	15	12	14	10	12	8	10	10	13	12	12	19	12	9	8	15	13	12	17	13	16
CHOYP_HSP21.4.1.1|m.8171	6	4	4	4	4	1	2	3	3	3	3	3	3	4	3	0	2	4	5	6	4	1	1	2	4	6	8	1	4	4	3	3	4	4	5	7	3	4	3	5	5	6	6	5
CHOYP_HSP7D.2.3|m.34785	3	2	3	3	3	2	1	4	1	7	3	2	4	3	2	2	1	4	4	2	1	0	0	2	2	3	4	0	1	0	0	2	1	2	2	5	0	1	1	1	1	1	4	4
CHOYP_HSP7D.3.3|m.41778	11	11	13	14	11	13	12	11	9	10	8	9	12	9	2	6	10	12	12	19	14	2	2	13	10	13	10	13	14	3	2	5	8	14	16	15	7	7	9	11	15	11	13	14
CHOYP_HSP7E.1.1|m.13730	8	6	8	11	14	7	6	8	9	6	8	11	6	4	6	3	7	11	10	8	10	1	0	8	7	8	12	9	5	2	1	4	5	6	10	7	7	5	3	4	4	7	4	8
CHOYP_AAEL_AAEL001503.1.1|m.10649	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
CHOYP_ANKRD5.1.2|m.11711	3	0	0	1	1	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	1	0	0	0	0	1	3	3	0	0	0	0	0	0	2	2
CHOYP_HTR5B.1.1|m.39330	0	1	2	3	1	1	4	3	2	2	1	2	2	1	3	1	2	0	2	0	0	1	1	1	0	4	2	0	0	0	0	0	0	2	2	2	0	3	1	1	1	0	0	0
CHOYP_HTT.1.1|m.33803	0	0	0	0	3	0	0	0	0	0	1	2	0	0	0	0	3	1	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	1	1	0	2	1	1	1	0	0	0	0
CHOYP_HUTH.1.1|m.30350	4	7	7	11	10	3	6	5	6	2	8	3	4	2	3	4	2	3	5	5	3	0	0	5	3	12	3	6	3	1	1	6	5	11	7	7	3	6	3	6	5	11	5	8
CHOYP_HVCN1.1.4|m.8888	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_HX1.1.1|m.23716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
CHOYP_HYOU1.1.3|m.163	0	0	0	0	0	1	0	1	3	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	2	0
CHOYP_IDHC.1.1|m.7041	29	27	28	31	32	30	31	28	33	27	32	31	25	28	15	19	26	28	26	32	32	14	12	28	35	38	30	30	29	15	17	25	31	36	32	32	31	36	21	32	32	38	31	36
CHOYP_IDLC.1.1|m.63624	6	3	6	10	8	5	7	6	5	8	4	6	4	5	3	5	4	7	4	2	4	0	0	3	6	7	6	3	5	3	1	4	5	6	7	10	1	3	3	4	5	4	7	5
CHOYP_IF2A.1.1|m.13279	20	24	18	21	20	16	14	21	18	23	22	21	14	12	13	13	19	16	23	16	19	5	6	17	19	18	19	21	16	7	7	16	12	15	18	20	15	19	15	17	22	17	22	19
CHOYP_IF2H.1.1|m.18253	16	14	10	15	16	15	12	12	14	12	13	17	11	12	13	12	15	14	15	13	11	4	5	13	15	15	13	14	15	7	7	12	13	13	15	14	12	10	11	12	14	13	13	14
CHOYP_ANKY2.2.2|m.44213	0	1	1	1	1	1	1	0	1	0	1	1	1	2	0	0	0	2	0	2	1	1	1	1	1	1	1	2	0	1	1	0	0	3	3	1	2	2	1	1	1	1	2	1
CHOYP_IF4A3.1.1|m.30424	14	20	18	22	18	18	21	19	19	12	17	15	15	14	16	8	16	14	20	15	16	2	2	17	17	19	23	11	10	5	6	11	10	12	15	20	17	13	14	12	16	17	20	17
CHOYP_IF4E.1.1|m.56823	2	2	3	7	6	3	3	6	6	2	6	7	4	4	1	3	5	4	3	5	3	0	0	3	5	3	4	1	5	1	2	3	4	3	4	2	4	3	2	4	5	4	3	5
CHOYP_IF4G2.1.1|m.62766	2	2	4	3	5	2	2	1	4	2	1	3	2	2	2	3	1	3	2	0	2	0	0	1	1	3	3	1	2	1	3	2	1	2	2	3	1	4	1	3	1	2	3	3
CHOYP_IF6.1.1|m.22685	11	11	8	8	8	9	7	12	7	7	10	5	7	6	6	5	9	8	7	8	7	5	2	8	6	5	9	9	8	5	3	6	5	8	7	8	6	6	7	6	7	6	7	9
CHOYP_IFT140.1.1|m.61053	7	6	3	2	2	2	2	1	3	6	4	6	4	2	2	2	3	4	4	2	3	0	0	2	4	3	7	3	1	0	1	3	0	3	4	6	2	2	2	0	4	4	3	3
CHOYP_IFT57.1.1|m.13249	4	4	3	4	3	2	1	2	1	4	2	2	2	2	1	0	1	0	3	1	1	0	0	2	2	3	5	1	0	0	0	1	0	1	1	3	0	0	0	1	1	1	2	1
CHOYP_IKBZ.1.1|m.23083	4	3	4	6	7	3	6	4	8	3	4	3	2	5	2	4	5	8	3	5	8	1	0	4	6	5	4	5	5	0	0	6	4	6	8	3	5	4	7	8	4	10	5	6
CHOYP_IMA2.2.2|m.49279	0	1	1	1	2	1	1	1	0	0	1	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2
CHOYP_IMDH3.1.1|m.51789	12	11	7	12	11	11	12	10	10	7	8	11	8	8	7	6	12	11	10	7	12	0	1	9	10	14	11	6	8	2	3	9	8	9	7	10	11	8	11	8	11	10	9	10
CHOYP_IMG5_109580.1.1|m.27791	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CHOYP_ANLN.1.1|m.6530	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
CHOYP_IMSP5.1.2|m.5157	1	2	1	2	3	1	2	2	1	1	1	2	1	1	1	2	2	1	1	0	0	1	1	0	0	1	1	0	0	1	1	2	1	1	0	2	1	1	1	2	0	0	1	1
CHOYP_INO1A.1.1|m.91	0	0	2	2	2	2	1	2	1	1	3	2	0	1	3	1	4	2	0	0	0	0	0	2	0	0	3	1	1	3	0	0	1	0	1	1	3	1	0	0	0	1	1	1
CHOYP_INT11.1.1|m.29494	2	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0
CHOYP_INT6.1.1|m.13005	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
CHOYP_INT9.1.1|m.11703	1	1	2	1	0	2	1	1	0	1	1	0	1	0	1	0	2	0	2	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	2	0	0	0	3	0
CHOYP_INVS.2.6|m.8331	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_IPO7.1.1|m.16806	15	21	21	22	23	25	27	20	23	14	19	25	20	25	17	26	26	25	21	15	22	4	3	9	16	19	15	14	17	13	12	16	22	20	26	17	16	19	21	21	19	19	23	23
CHOYP_IQCA1.1.3|m.4290	10	1	0	1	2	1	2	1	4	8	1	4	0	1	0	1	0	1	1	0	0	0	0	0	0	2	8	1	1	0	0	0	1	0	0	7	0	0	0	0	0	0	1	1
CHOYP_IQGA1.1.1|m.47731	6	9	10	12	13	12	8	6	9	5	11	9	7	4	11	4	12	10	10	7	4	4	6	10	5	9	6	15	8	12	11	11	9	14	15	6	11	14	18	17	15	16	9	11
CHOYP_IRF1.1.3|m.52606	2	2	4	5	1	3	2	2	3	2	2	1	2	2	2	0	2	2	1	0	1	0	0	0	0	4	3	0	0	0	1	0	2	2	2	3	0	3	2	3	2	1	3	2
CHOYP_ANM5.1.1|m.1529	4	10	9	11	12	10	9	10	8	4	7	9	5	7	8	5	10	8	7	9	9	0	1	9	5	11	8	8	8	1	1	7	3	9	6	7	11	9	8	5	8	9	8	8
CHOYP_ISCW_ISCW001487.2.2|m.61505	4	0	1	3	2	1	2	1	3	2	1	4	1	1	2	2	3	2	0	2	2	1	0	1	3	0	2	2	1	0	0	3	1	4	4	1	2	0	2	1	1	0	2	3
CHOYP_ISCW_ISCW003928.1.1|m.18079	2	2	1	0	2	0	0	3	2	2	0	0	0	0	0	0	0	1	2	0	1	1	1	0	1	0	2	2	0	0	0	0	1	0	0	2	1	2	0	0	1	0	0	1
CHOYP_ISCW_ISCW004725.1.1|m.9722	1	1	1	2	2	1	1	2	2	1	1	2	0	1	0	1	0	3	0	2	3	2	1	0	2	1	2	1	3	1	1	1	0	3	3	3	1	1	1	1	2	2	0	3
CHOYP_ISCW_ISCW005292.1.1|m.11066	12	13	14	20	18	16	13	13	13	16	16	14	13	13	15	9	15	15	21	16	16	7	4	13	13	16	15	17	19	11	5	11	15	19	20	20	18	13	19	17	20	23	17	23
CHOYP_ISCW_ISCW005596.1.1|m.60561	2	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	0	1	0	0	1	0	0	1	2	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1
CHOYP_ISCW_ISCW005651.1.1|m.49000	9	7	4	6	9	8	7	8	9	9	9	9	9	5	6	6	12	8	12	5	3	3	1	6	2	4	15	6	4	7	7	5	8	5	4	9	8	4	12	7	5	3	9	8
CHOYP_ISCW_ISCW005791.1.1|m.53514	3	4	1	2	3	2	3	3	3	3	2	3	1	1	2	2	4	2	2	3	3	2	2	3	1	3	3	3	3	1	1	3	3	3	4	3	3	3	3	4	5	4	3	2
CHOYP_ISCW_ISCW006091.2.2|m.61313	2	1	0	1	3	2	3	1	0	3	2	1	1	1	0	1	2	1	2	2	1	0	0	1	1	3	2	1	1	0	0	0	2	2	2	4	0	2	0	0	2	3	1	2
CHOYP_ISCW_ISCW006831.1.1|m.23820	0	2	5	2	3	1	2	4	4	2	2	3	4	2	0	0	2	2	5	3	3	0	0	1	2	2	2	0	1	1	0	2	1	3	4	4	1	0	0	0	1	2	2	3
CHOYP_ISCW_ISCW008219.1.2|m.46822	26	25	23	23	19	16	21	25	23	21	22	19	22	19	17	17	20	22	22	31	24	15	15	32	21	23	29	28	19	16	13	17	19	23	23	22	25	19	18	19	26	27	20	17
CHOYP_ANR17.1.2|m.772	11	7	8	10	10	9	9	11	6	10	9	6	10	9	7	6	12	7	8	4	5	4	2	8	5	8	10	6	4	4	2	6	6	7	8	8	8	10	10	8	7	5	8	9
CHOYP_ISCW_ISCW008316.1.3|m.11997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
CHOYP_ISCW_ISCW008555.1.1|m.40873	10	10	11	15	11	9	13	10	12	10	13	11	9	8	8	8	13	12	11	12	12	4	5	6	13	15	10	11	11	5	5	7	10	15	10	11	9	11	7	12	13	12	13	12
CHOYP_ISCW_ISCW008596.1.2|m.8803	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ISCW_ISCW008596.2.2|m.44077	2	4	1	2	4	4	4	2	6	2	3	6	3	4	1	2	4	2	3	1	4	0	0	3	2	1	4	2	2	0	0	0	2	3	5	2	3	2	3	4	5	4	1	3
CHOYP_ISCW_ISCW010143.3.3|m.61542	6	7	7	3	8	8	8	7	8	7	9	7	8	11	7	8	14	9	7	8	8	2	3	8	5	7	6	8	5	5	4	5	4	7	4	6	7	5	9	5	4	3	6	8
CHOYP_ISCW_ISCW010532.1.4|m.11493	11	20	16	26	19	11	13	20	16	11	19	19	20	14	12	11	11	17	15	11	14	5	6	1	12	14	12	11	17	3	5	14	11	20	16	18	9	12	13	14	19	20	20	19
CHOYP_ISCW_ISCW010532.2.4|m.35454	4	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	11	1	4	11	1	0	0	14	2	5	1	5	0	3	0	0	0	0	1	0	3	0	1	0	0	0	0	0
CHOYP_ISCW_ISCW011108.1.1|m.13934	29	33	30	36	31	28	32	27	35	26	31	35	28	27	24	31	40	35	32	29	27	11	11	24	22	33	30	20	27	12	10	24	24	29	38	33	23	19	24	26	30	27	30	32
CHOYP_ISCW_ISCW011341.1.1|m.18728	10	8	8	9	15	11	11	10	9	13	6	10	5	6	9	10	9	11	9	5	3	2	2	11	6	10	12	7	6	2	3	4	6	8	6	12	8	8	9	6	3	2	6	9
CHOYP_ISCW_ISCW012010.1.1|m.27251	16	18	18	19	18	17	18	20	16	15	18	14	17	16	16	12	19	17	18	16	16	6	3	19	16	23	18	18	12	5	4	12	13	17	17	16	16	17	15	11	19	21	20	17
CHOYP_ANR40.1.1|m.1429	3	1	1	4	2	1	2	1	2	2	3	2	1	2	0	0	1	2	2	3	3	0	0	2	3	2	4	2	3	0	0	0	0	1	1	2	1	1	1	2	3	2	2	2
CHOYP_ISCW_ISCW012036.1.1|m.27987	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	2	1	1	2	1	1	1	2	1	3	1	2	1	2	2	2	2	2	3	1	2	2	2	2	3	1	1
CHOYP_ISCW_ISCW012232.1.1|m.38746	2	1	1	0	1	1	0	4	4	2	2	1	1	1	1	4	2	2	1	0	1	2	1	1	0	1	1	1	0	1	1	2	2	0	1	2	2	1	1	3	0	1	0	0
CHOYP_ISCW_ISCW012366.1.1|m.3691	3	13	11	13	11	2	12	2	14	4	13	14	2	10	2	16	19	9	14	10	10	0	5	10	4	13	1	1	2	3	5	10	11	6	8	13	3	5	1	3	3	6	11	11
CHOYP_ISCW_ISCW012623.1.1|m.26452	1	2	2	2	0	3	2	1	3	0	1	1	3	4	3	1	4	2	3	1	0	1	0	2	1	2	3	1	1	0	0	1	1	1	2	3	2	2	3	1	2	2	2	1
CHOYP_ISCW_ISCW013556.1.1|m.26406	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOYP_ISCW_ISCW013767.1.1|m.29335	12	9	8	9	10	10	9	11	9	11	10	11	10	8	8	8	9	11	11	12	12	2	1	11	8	9	13	13	9	1	3	9	8	10	13	11	11	7	11	9	12	11	8	9
CHOYP_ISCW_ISCW013795.1.1|m.12153	3	0	1	1	3	0	0	1	3	3	0	2	0	1	0	1	2	3	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
CHOYP_ISCW_ISCW014398.1.3|m.15838	17	11	11	14	13	14	15	13	14	17	12	14	10	12	12	14	15	16	15	19	14	6	9	22	18	16	17	16	15	5	8	12	15	15	11	17	12	11	14	14	16	19	16	14
CHOYP_ISCW_ISCW014398.1.3|m.15839	3	0	1	3	5	3	3	3	2	3	12	0	3	4	0	1	3	1	3	6	8	0	0	2	1	4	4	2	2	0	8	2	3	15	3	4	1	2	1	4	1	2	3	2
CHOYP_ISCW_ISCW014726.5.5|m.47210	5	1	2	2	1	0	1	0	0	4	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	4	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1
CHOYP_AOF.1.1|m.7109	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	1	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0
CHOYP_ISCW_ISCW014880.1.1|m.27977	1	1	1	3	3	1	2	2	3	1	2	3	1	1	1	1	2	3	1	1	3	0	0	2	2	2	0	0	0	0	1	0	1	2	0	1	1	1	1	0	0	2	2	2
CHOYP_ISCW_ISCW015295.1.1|m.22192	13	6	4	7	9	12	6	5	9	9	7	4	2	5	3	4	6	5	10	7	10	2	1	2	6	8	11	5	3	2	2	2	3	11	12	13	7	3	6	3	8	4	10	8
CHOYP_ISCW_ISCW016254.2.5|m.38599	1	0	0	1	1	0	0	2	2	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0	1	1	0	0	0	1	0	0	1	0
CHOYP_ISCW_ISCW017188.1.1|m.23179	8	2	1	3	7	3	3	4	2	3	4	5	1	4	3	2	5	5	1	4	5	0	0	6	4	5	7	6	3	0	1	3	0	5	3	4	0	1	2	1	2	5	7	6
CHOYP_ISCW_ISCW017652.1.1|m.49306	1	6	5	6	5	5	4	5	4	2	5	3	4	1	4	4	5	4	4	1	0	0	0	3	1	4	1	0	0	0	2	4	4	3	2	2	0	3	5	3	1	0	3	4
CHOYP_ISCW_ISCW017707.1.1|m.58329	4	5	4	4	3	4	3	4	3	2	3	1	5	3	2	2	7	3	4	4	2	0	0	3	4	3	2	2	4	2	1	3	3	3	2	1	5	4	4	4	4	4	3	3
CHOYP_ISCW_ISCW017709.1.1|m.30040	4	9	6	11	6	6	6	7	7	5	7	9	5	5	5	6	5	6	6	3	3	3	3	3	2	8	7	2	1	1	3	3	1	3	1	9	2	2	4	2	1	0	10	9
CHOYP_ISCW_ISCW017872.2.2|m.60293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1
CHOYP_ISCW_ISCW018425.1.1|m.35608	5	10	9	12	15	13	14	11	11	7	11	13	12	14	8	9	13	17	11	15	18	7	3	12	14	8	10	15	18	5	6	7	7	15	20	7	9	11	12	10	17	16	13	11
CHOYP_ISCW_ISCW018501.2.2|m.61797	2	1	1	3	1	1	3	1	1	3	1	1	2	2	1	1	1	1	1	0	1	0	0	1	0	2	1	0	0	1	0	1	1	1	2	1	1	3	1	1	0	1	3	1
CHOYP_AP1G1.1.1|m.13111	15	18	17	20	26	17	15	16	15	17	16	21	17	21	16	12	17	21	14	20	22	3	3	17	15	14	16	19	14	10	10	15	15	20	21	21	19	20	19	19	16	19	19	21
CHOYP_ISCW_ISCW018536.1.1|m.56336	4	2	6	4	4	5	4	5	4	4	10	4	5	4	5	2	7	4	2	4	5	2	1	3	3	2	4	7	7	5	3	6	5	6	7	6	8	4	5	5	6	6	5	8
CHOYP_ISCW_ISCW018656.1.1|m.51893	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1
CHOYP_ISCW_ISCW020302.1.1|m.37564	5	6	6	9	7	4	4	6	7	3	9	5	4	5	4	3	6	4	4	5	3	1	0	5	7	6	4	3	5	0	0	3	3	7	8	3	5	8	6	7	7	9	8	4
CHOYP_ISCW_ISCW020550.2.2|m.18099	18	19	22	19	21	22	28	21	22	18	21	25	22	18	17	19	16	22	21	25	25	6	6	20	17	19	22	23	22	12	13	17	19	17	21	19	22	19	19	19	21	17	18	22
CHOYP_ISCW_ISCW021457.1.1|m.31134	9	7	5	9	6	9	6	13	15	7	9	6	8	6	9	7	8	6	7	5	1	3	1	6	5	8	10	1	2	2	1	7	3	4	2	7	2	1	2	1	4	3	8	9
CHOYP_ISCW_ISCW021591.1.1|m.13969	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1
CHOYP_ISCW_ISCW021591.1.1|m.13970	10	17	18	19	23	16	16	18	23	18	17	18	12	17	15	18	23	22	13	12	16	2	1	14	15	17	13	15	14	8	12	22	17	16	24	15	14	13	16	21	17	20	17	15
CHOYP_ISCW_ISCW022021.1.1|m.53168	1	1	1	3	1	1	1	2	1	1	2	1	1	1	3	1	2	1	1	2	2	0	1	2	1	1	1	3	3	1	1	1	1	3	1	1	1	1	1	1	3	3	1	1
